pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
COPI-mediated anterograde transport,Reactome,7,COG5;CD55;USO1;SPTB;SPTBN2;ANK1;ANK2,83 (83),0.941,1,0,,4 (5),1,1,0.998,1
Cellular senescence - Homo sapiens (human),KEGG,15,MAPK11;GATA4;SLC25A4;NFATC2;ZFP36L2;NFATC4;TGFB2;MAPK13;CACNA1D;TGFBR2;TGFB3;SMAD3;MAPK12;ITPR3;RAD50,156 (156),0.941,1,0,,4 (5),1,1,0.998,1
Oncogene Induced Senescence,Reactome,2,CDKN2D;ETS2,32 (32),0.941,1,0,,2 (2),1,1,0.998,1
PD-1 signaling,Reactome,2,CD3D;LCK,32 (32),0.941,1,0,,3 (4),1,1,0.998,1
DNA strand elongation,Reactome,2,MCM3;MCM4,32 (32),0.941,1,0,,6 (8),1,1,0.998,1
SARS-CoV-2 Infection,Reactome,2,ST6GALNAC4;ST3GAL2,32 (32),0.941,1,0,,13 (24),1,1,0.998,1
Endosomal Sorting Complex Required For Transport (ESCRT),Reactome,2,VPS37A;MVB12B,32 (32),0.941,1,0,,4 (4),1,1,0.998,1
miRNAs involvement in the immune response in sepsis,Wikipathways,5,TLR4;RELB;GZMB;CHUK;IKBKG,64 (64),0.943,1,0,,1 (1),1,1,0.998,1
Validated nuclear estrogen receptor alpha network,PID,5,HSF2;CHUK;NRIP1;C3;TFF1,64 (64),0.943,1,0,,1 (1),1,1,0.998,1
Regulation of TP53 Activity through Phosphorylation,Reactome,8,MAPK11;TAF9B;NUAK1;TAF3;PRKAA2;RMI2;PRKAG2;RAD50,93 (93),0.943,1,0,,3 (4),1,1,0.998,1
Amyloid fiber formation,Reactome,8,TSPAN15;BACE1;ADAM10;HSPG2;TSPAN5;APP;SORL1;APCS,93 (94),0.943,1,0,,4 (7),1,1,0.998,1
Interferon type I signaling pathways,Wikipathways,4,VAV1;LCK;GAB2;MAP3K1,54 (54),0.943,1,0,,2 (2),1,1,0.998,1
Transcription of the HIV genome,Reactome,6,TAF9B;NELFA;TAF3;POLR2A;POLR2D;CTDP1,74 (74),0.943,1,0,,7 (10),1,1,0.998,1
Signaling by FGFR2,Reactome,6,ESRP2;FGF1;FGF2;POLR2A;POLR2D;ESRP1,74 (74),0.943,1,0,,7 (9),1,1,0.998,1
Signaling by NTRK2 (TRKB),Reactome,1,NTRK2,20 (20),0.944,1,0,,4 (4),1,1,0.998,1
Regulation of lipid metabolism by PPARalpha,Reactome,1,PPARA,20 (20),0.944,1,0,,6 (7),1,1,0.998,1
Regulation of expression of SLITs and ROBOs,Reactome,1,HOXA2,20 (20),0.944,1,0,,1 (1),1,1,0.998,1
Protein methylation,Reactome,1,ETFBKMT,20 (20),0.944,1,0,,2 (2),1,1,0.998,1
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,Reactome,1,PMAIP1,20 (20),0.944,1,0,,3 (3),1,1,0.998,1
egf signaling pathway,BioCarta,1,MAP3K1,20 (20),0.944,1,0,,1 (1),1,1,0.998,1
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,Reactome,1,IKBKG,20 (20),0.944,1,0,,2 (5),1,1,0.998,1
tRNA processing,Reactome,9,POM121;TRMT9B;RPP40;HSD17B10;NUP35;NDC1;TRDMT1;XPOT;TPRKB,103 (103),0.946,1,0,,26 (52),1,1,0.998,1
TP53 Regulates Transcription of Cell Death Genes,Reactome,3,PERP;TNFRSF10B;PMAIP1,44 (44),0.946,1,0,,8 (10),1,1,0.999,1
Influenza Infection,Reactome,3,NUP35;NDC1;POM121,44 (44),0.946,1,0,,8 (12),1,1,0.999,1
Disruption of postsynaptic signaling by CNV,Wikipathways,2,ARC;CAMK2A,33 (33),0.947,1,0,,1 (1),1,1,0.999,1
Resolution of D-loop Structures through Holliday Junction Intermediates,Reactome,2,RMI2;RAD50,33 (33),0.947,1,0,,4 (7),1,1,0.999,1
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,Reactome,2,NGLY1;AMFR,33 (33),0.947,1,0,,4 (25),1,1,0.999,1
bioactive peptide induced signaling pathway,BioCarta,2,GNAI1;CAMK2A,33 (33),0.947,1,0,,3 (3),1,1,0.999,1
IL-1 JNK,INOH,2,IL1B;PSMD1,62 (62),0.999,1,0,,0 (0),1,1,0.999,1
Translation inhibitors in chronically activated PDGFRA cells,Wikipathways,1,RPS6KA2,46 (46),0.999,1,0,,0 (2),1,1,0.999,1
Proteasome - Homo sapiens (human),KEGG,1,PSMD1,46 (46),0.999,1,0,,0 (0),1,1,0.999,1
Fanconi anemia pathway,PID,1,RAD50,46 (46),0.999,1,0,,0 (0),1,1,0.999,1
RNA Polymerase II Pre-transcription Events,Reactome,7,TAF9B;MLLT3;NELFA;TAF3;POLR2A;POLR2D;CTDP1,85 (85),0.949,1,0,,4 (6),1,1,0.999,1
The canonical retinoid cycle in rods (twilight vision),Reactome,1,RDH16,21 (21),0.951,1,0,,21 (34),1,1,0.999,1
Negative regulation of MET activity,Reactome,1,HGF,21 (21),0.951,1,0,,4 (5),1,1,0.999,1
Downregulation of SMAD2/3:SMAD4 transcriptional activity,Reactome,1,SMAD3,21 (21),0.951,1,0,,4 (4),1,1,0.999,1
CD28 dependent PI3K/Akt signaling,Reactome,1,LCK,21 (21),0.951,1,0,,3 (4),1,1,0.999,1
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,Reactome,1,AJUBA,21 (21),0.951,1,0,,5 (7),1,1,0.999,1
SUMOylation of transcription cofactors,Reactome,1,NRIP1,47 (47),0.999,1,0,,0 (0),1,1,0.999,1
Taste transduction - Homo sapiens (human),KEGG,7,GABBR2;P2RY4;CACNA1C;ADCY4;PLCB4;GABRA3;ITPR3,86 (86),0.953,1,0,,27 (33),1,1,0.999,1
Monoamine GPCRs,Wikipathways,2,ADRB2;ADRA1A,34 (34),0.953,1,0,,7 (8),1,1,0.999,1
Regulation of MECP2 expression and activity,Reactome,2,LBR;CAMK2A,34 (34),0.953,1,0,,3 (3),1,1,0.999,1
RAF activation,Reactome,2,KSR1;CAMK2A,34 (34),0.953,1,0,,6 (6),1,1,0.999,1
Amino acids regulate mTORC1,Reactome,2,RRAGD;ATP6V0E2,34 (34),0.953,1,0,,4 (4),1,1,0.999,1
Neuroactive ligand-receptor interaction - Homo sapiens (human),KEGG,36,GABRB3;ADORA1;GABRP;GHR;ADRA1A;ADRB2;THRB;P2RX7;P2RY4;P2RY6;AVPR1A;GPR35;ADORA2B;P2RX6;NTS;PENK;PARD3;P2RY10;SCTR;S1PR2;C3AR1;C3;C5AR1;PLG;GABBR2;F2RL1;PTGIR;CHRNA2;BDKRB2;PTH1R;PRLR;KNG1;CHRNB1;CNR2;S1PR4;GABRA3,341 (341),0.954,1,0,,44 (52),1,1,0.999,1
Viral carcinogenesis - Homo sapiens (human),KEGG,14,BAK1;PKM;GSN;IKBKG;EGR3;HDAC7;SRF;C3;CCR5;PMAIP1;NFKBIA;CREB3L3;RBPJ;DNAJA3,203 (204),0.999,1,0,,0 (0),1,1,0.999,1
Asparagine N-linked glycosylation,Reactome,29,B4GALT2;SLC17A5;SEC16B;AMFR;MIA3;SEC22C;LMAN1;ANK2;GNE;USO1;MAN1C1;MIA2;SEC24A;ANK1;SPTB;SPTBN2;CD55;COG5;ST6GALNAC4;ST3GAL2;NGLY1;FUT8;ST8SIA3;F5;F8;B4GALT6;SEC23A;PGM3;ALG13,283 (283),0.956,1,0,,65 (121),1,1,0.999,1
Spinocerebellar ataxia - Homo sapiens (human),KEGG,13,PUM1;SLC25A4;ATP2A1;ATP2A3;PSMD1;VLDLR;OPA1;PLCB4;RYR1;ATXN10;SPTBN2;RBPJ;ITPR3,143 (143),0.956,1,0,,6 (7),1,1,0.999,1
Nanoparticle triggered autophagic cell death,Wikipathways,1,BCL2,22 (22),0.958,1,0,,1 (1),1,1,0.999,1
PKC-gamma calcium signaling pathway in ataxia,Wikipathways,1,PLCB4,22 (22),0.958,1,0,,4 (4),1,1,0.999,1
mTORC1-mediated signalling,Reactome,1,RRAGD,22 (22),0.958,1,0,,4 (4),1,1,0.999,1
Diseases of programmed cell death,Reactome,1,LMNB1,22 (22),0.958,1,0,,9 (11),1,1,0.999,1
Resolution of D-Loop Structures,Reactome,2,RMI2;RAD50,35 (35),0.959,1,0,,4 (7),1,1,0.999,1
Negative regulation of FGFR2 signaling,Reactome,2,FGF1;FGF2,35 (35),0.959,1,0,,4 (5),1,1,0.999,1
Signaling by TGF-beta Receptor Complex,Reactome,5,TGFBR2;WWTR1;PARD3;SMAD3;BAMBI,68 (68),0.96,1,0,,7 (7),1,1,0.999,1
Switching of origins to a post-replicative state,Reactome,3,ANAPC10;MCM3;MCM4,47 (47),0.961,1,0,,2 (3),1,1,0.999,1
Transcriptional regulation of white adipocyte differentiation,Reactome,3,CDK19;MED13L;FABP4,47 (47),0.961,1,0,,4 (4),1,1,0.999,1
Antimicrobial peptides,Reactome,8,ART1;DEFB1;BPIFB1;CCR2;PGLYRP2;TLR1;ATP7A;SLC11A1,98 (98),0.961,1,0,,14 (27),1,1,0.999,1
Cellular response to hypoxia,Reactome,1,AJUBA,23 (23),0.964,1,0,,5 (7),1,1,0.999,1
Mannose type O-glycan biosynthesis - Homo sapiens (human),KEGG,1,B4GALT2,23 (23),0.964,1,0,,2 (27),1,1,0.999,1
Response of Mtb to phagocytosis,Reactome,1,CORO1A,23 (23),0.964,1,0,,7 (11),1,1,0.999,1
Signaling by CSF3 (G-CSF),Reactome,1,GAB2,23 (23),0.964,1,0,,3 (3),1,1,0.999,1
il-2 receptor beta chain in t cell activation,BioCarta,3,IL2RB;BCL2;IKZF3,48 (48),0.965,1,0,,2 (2),1,1,0.999,1
Selective autophagy,Reactome,4,PLIN2;PRKAA2;NBR1;PEX5,59 (59),0.965,1,0,,3 (4),1,1,0.999,1
superpathway of purine nucleotide salvage,HumanCyc,4,AK3;ADA;AK1;ADK,59 (59),0.965,1,0,,30 (30),1,1,0.999,1
Epstein-Barr virus infection - Homo sapiens (human),KEGG,19,BLNK;RUNX3;BAK1;ITGAL;CR2;IKBKG;VIM;RBPJ;PSMD1;CD3D;MAPK13;PLCG2;RELB;BCL2;MAPK11;NFKBIA;CHUK;MAPK12;CD19,201 (202),0.966,1,0,,3 (3),1,1,0.999,1
Zinc homeostasis,Wikipathways,2,SLC30A10;SLC39A5,37 (37),0.967,1,0,,1 (1),1,1,0.999,1
Allograft rejection - Homo sapiens (human),KEGG,2,GZMB;PRF1,37 (38),0.967,1,0,,1 (1),1,1,0.999,1
Regulation of TP53 Expression and Degradation,Reactome,2,SGK1;PRDM1,37 (37),0.967,1,0,,5 (6),1,1,0.999,1
Oocyte meiosis - Homo sapiens (human),KEGG,11,MAPK11;MAPK13;ADCY4;ADCY2;CAMK2A;ADCY9;RPS6KA2;IGF1R;ANAPC10;MAPK12;ITPR3,129 (129),0.968,1,0,,4 (4),1,1,0.999,1
MHC class II antigen presentation,Reactome,4,AP1S2;SEC24A;SEC23A;AP1M2,60 (60),0.968,1,0,,3 (6),1,1,0.999,1
Calnexin/calreticulin cycle,Reactome,1,AMFR,24 (24),0.969,1,0,,4 (17),1,1,0.999,1
Cytosolic tRNA aminoacylation,Reactome,1,PPA1,24 (24),0.969,1,0,,22 (65),1,1,0.999,1
tRNA charging,HumanCyc,2,NARS2;IARS2,38 (38),0.971,1,0,,24 (24),1,1,1,1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,Reactome,2,SMAD3;WWTR1,38 (38),0.971,1,0,,6 (6),1,1,1,1
Ovarian tumor domain proteases,Reactome,2,IKBKG;RNF128,38 (38),0.971,1,0,,3 (9),1,1,1,1
adenosine ribonucleotides <i>de novo</i> biosynthesis,HumanCyc,2,AK3;AK1,38 (38),0.971,1,0,,12 (12),1,1,1,1
Fanconi anemia pathway - Homo sapiens (human),KEGG,1,RMI2,54 (54),1,1,0,,0 (0),1,1,1,1
Transcriptional regulation by RUNX1,Reactome,18,BLK;SPI1;SMARCA2;NFATC2;TAL1;RSPO3;LIFR;CBX6;GPAM;THBS1;CLDN5;PRKCQ;CTLA4;LGALS3;PAX5;GATA2;ABL1;RUNX1,195 (196),0.971,1,0,,6 (7),1,1,1,1
Alcoholism - Homo sapiens (human),KEGG,17,PKIA;MAOB;CREB3L3;GNG11;ADORA2B;GNGT2;SLC18A1;DDC;FOSB;HDAC7;GNAI1;SLC29A3;GNB5;NTRK2;GNG2;CAMKK1;SHC2,186 (187),0.971,1,0,,10 (10),1,1,1,1
HDMs demethylate histones,Reactome,3,KDM1B;KDM4C;KDM6B,50 (50),0.972,1,0,,5 (5),1,1,1,1
Joubert Syndrome,Wikipathways,5,CCP110;RAD50;FLNA;MYO6;TMEM231,72 (72),0.972,1,0,,3 (9),1,1,1,1
mtor signaling pathway,BioCarta,1,GHR,25 (25),0.973,1,0,,3 (3),1,1,1,1
regulation of eif-4e and p70s6 kinase,BioCarta,1,GHR,25 (25),0.973,1,0,,1 (2),1,1,1,1
skeletal muscle hypertrophy is regulated via akt-mtor pathway,BioCarta,1,IGF1R,25 (25),0.973,1,0,,3 (3),1,1,1,1
Late Phase of HIV Life Cycle,Reactome,12,TAF9B;VPS37A;NELFA;TAF3;NMT2;POLR2A;POLR2D;NUP35;NDC1;POM121;MVB12B;CTDP1,141 (141),0.973,1,0,,10 (15),1,1,1,1
Presynaptic phase of homologous DNA pairing and strand exchange,Reactome,2,RMI2;RAD50,39 (39),0.974,1,0,,2 (3),1,1,1,1
Post-translational protein modification,Reactome,168,B4GALT2;GALNT15;THSD4;CCP110;NRIP1;VWA1;HIC1;DCAF6;ADRB2;GALNT3;B3GNT5;B3GNT3;SPP1;SPON1;ANKRD9;SEC24A;VNN3;SPTBN2;PENK;GAS6;CD55;PEX13;PSMD1;KLHL41;TUBB2B;USP13;IZUMO1R;GCNT4;ADAM10;F5;GALNT18;GALNT16;F8;F9;ITIH2;B4GALT6;PGM3;TUBB1;QSOX1;MFGE8;FBN1;PROZ;POM121;MIA2;GPC3;SATB1;HRC;TUBA1A;ADAMTS9;ASB5;BST1;VNN1;THSD7A;RAB30;PGAP1;NFKBIA;FN1;ADAMTS15;FGA;AHSG;PEX5;CHRDL1;DCUN1D4;C3;SPARCL1;RAB7B;CKAP4;COG5;RNF128;ADAMTSL4;ASB4;SDC2;SPSB3;FOXK1;RECK;KNG1;SEC23A;LTBP1;B3GNT7;VDR;ALB;KCTD7;GPLD1;SEC16B;AMFR;PIGL;MIA3;NGLY1;SOCS2;ADAMTSL1;FGG;ANK1;ANK2;GNE;ADAMTS2;ADAMTS1;APOA5;TNC;MAN1C1;FN3KRP;MXRA8;RCN1;OBSL1;IKBKG;LAMB1;LAMB2;LAMC1;CP;SEMA5A;GALNT12;APOB;ST3GAL2;ADAMTS8;ADAMTS5;PPARA;PRSS23;ASB15;APP;ST8SIA3;RAB6B;HDAC7;ETFBKMT;LGALS1;ARSG;NUP35;TTLL7;ADAMTS10;SLC17A5;TGFBR2;RAB36;THBS1;ARRB1;ARRB2;NDC1;THRB;SEC22C;THY1;FSTL1;TAF9B;IGFBP7;ART3;USO1;IGFBP1;RAB27B;FOLR2;LMAN1;VCAN;SOCS5;PLET1;DCAF11;RAB15;SERPINC1;ST6GALNAC4;SERPINA10;KDM1B;GALNT6;ASB2;SPTB;FUT8;MUC1;MDGA1;SERPIND1;RAB20;SMAD1;ADAMTSL2;SMAD3;ALG13;WDTC1,1425 (1425),0.975,1,0,,96 (182),1,1,1,1
Protein processing in endoplasmic reticulum - Homo sapiens (human),KEGG,15,BAK1;HSPA1A;HSPA1B;HSPA1L;AMFR;CRYAB;MAN1C1;SEC24A;BCL2;CASP12;NGLY1;SEC23A;CKAP4;UBQLN1;LMAN1,170 (171),0.975,1,0,,1 (6),1,1,1,1
DNA Damage/Telomere Stress Induced Senescence,Reactome,1,RAD50,26 (26),0.976,1,0,,4 (6),1,1,1,1
Interleukin-7 signaling,Reactome,1,HGF,26 (26),0.976,1,0,,2 (2),1,1,1,1
Insulin receptor recycling,Reactome,1,ATP6V0E2,26 (26),0.976,1,0,,2 (3),1,1,1,1
Genes related to primary cilium development (based on CRISPR),Wikipathways,4,SCLT1;TTC23;EVC2;TMEM231,103 (103),1,1,0,,0 (0),1,1,1,1
Autoimmune thyroid disease - Homo sapiens (human),KEGG,3,GZMB;CTLA4;PRF1,52 (53),0.977,1,0,,3 (4),1,1,1,1
ErbB2/ErbB3 signaling events,PID,2,ERBB2;NFATC4,40 (40),0.977,1,0,,4 (4),1,1,1,1
Influenza A - Homo sapiens (human),KEGG,15,IL1B;BAK1;TNFRSF10B;CIITA;ACTG1;CCL2;IFNGR1;TLR4;SLC25A4;PYCARD;NFKBIA;TPSB2;CHUK;PLG;IKBKG,172 (172),0.978,1,0,,3 (3),1,1,1,1
Vitamin D3 (cholecalciferol) metabolism,EHMN,1,NUP35,27 (27),0.98,1,0,,12 (12),1,1,1,1
Infection with Mycobacterium tuberculosis,Reactome,1,CORO1A,27 (27),0.98,1,0,,30 (55),1,1,1,1
Collecting duct acid secretion - Homo sapiens (human),KEGG,1,ATP6V0E2,27 (27),0.98,1,0,,7 (8),1,1,1,1
Interferon gamma signaling,Reactome,7,IRF8;TRIM8;CIITA;TRIM35;IFNGR1;TRIM2;CAMK2A,96 (96),0.98,1,0,,4 (5),1,1,1,1
Fcgamma receptor (FCGR) dependent phagocytosis,Reactome,13,PLPP5;PAK1;ACTG1;LIMK1;VAV1;IGLC2;WASF2;WAS;PLCG2;ABL1;WASF3;ASB15;ITPR3,155 (155),0.981,1,0,,13 (16),1,1,1,1
Pre-NOTCH Expression and Processing,Reactome,8,MAML1;ELF3;MFNG;LFNG;NOTCH4;RBPJ;RUNX1;MAMLD1,107 (108),0.981,1,0,,11 (12),1,1,1,1
Phototransduction - Homo sapiens (human),KEGG,1,GNAT1,28 (29),0.982,1,0,,8 (8),1,1,1,1
Homologous DNA Pairing and Strand Exchange,Reactome,2,RMI2;RAD50,42 (42),0.982,1,0,,2 (4),1,1,1,1
TP53 Regulates Transcription of DNA Repair Genes,Reactome,4,POLR2D;CTDP1;POLR2A;NELFA,66 (66),0.983,1,0,,2 (2),1,1,1,1
Selenoamino acid metabolism,Reactome,10,CBS;PAPSS2;NNMT;HNMT;RPL3L;MAT1A;SEPHS2;CTH;SEPSECS;AHCY,128 (128),0.983,1,0,,48 (63),1,1,1,1
Regulation of PLK1 Activity at G2/M Transition,Reactome,6,AJUBA;NINL;TUBA1A;CCP110;CSNK1E;OPTN,88 (88),0.983,1,0,,5 (5),1,1,1,1
Cellular response to chemical stress,Reactome,7,NOX4;CAT;NCF2;PRDX6;ALB;PPARA;GPX3,99 (99),0.984,1,0,,33 (41),1,1,1,1
Amine ligand-binding receptors,Reactome,2,ADRB2;ADRA1A,43 (43),0.984,1,0,,21 (29),1,1,1,1
insulin,INOH,5,SFN;PRKAA2;PRKAG2;GYS2;SHC2,78 (78),0.984,1,0,,4 (5),1,1,1,1
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,Reactome,3,SKA2;INCENP;CENPE,96 (96),1,1,0,,0 (0),1,1,1,1
Amplification of signal from the kinetochores,Reactome,3,SKA2;INCENP;CENPE,96 (96),1,1,0,,0 (0),1,1,1,1
CDK-mediated phosphorylation and removal of Cdc6,Reactome,1,ANAPC10,29 (29),0.985,1,0,,2 (2),1,1,1,1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome,19,C3;CD19;ITGAL;FCGR2B;ITGB2;CD300LB;CD300A;CD300E;ITGB7;IGLC2;CD34;CD300LG;CD200;ICAM2;PVR;CD3D;CD8A;CLEC4G;CD22,215 (215),0.985,1,0,,6 (20),1,1,1,1
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,Reactome,1,MBD4,64 (65),1,1,0,,0 (2),1,1,1,1
Cyclin D associated events in G1,Reactome,2,CDKN2D;ABL1,44 (44),0.986,1,0,,4 (4),1,1,1,1
G1 Phase,Reactome,2,CDKN2D;ABL1,44 (44),0.986,1,0,,4 (4),1,1,1,1
APC/C-mediated degradation of cell cycle proteins,Reactome,2,ANAPC10;CDC14A,44 (44),0.986,1,0,,4 (4),1,1,1,1
Regulation of mitotic cell cycle,Reactome,2,ANAPC10;CDC14A,44 (44),0.986,1,0,,4 (4),1,1,1,1
FCGR3A-mediated IL10 synthesis,Reactome,9,PRKAR1B;PRKAR2A;ADCY4;ADCY2;IGLC2;ADCY9;PLCG2;FGR;ITPR3,121 (121),0.986,1,0,,10 (13),1,1,1,1
Dopaminergic Neurogenesis,Wikipathways,1,DDC,30 (30),0.987,1,0,,1 (1),1,1,1,1
Asthma - Homo sapiens (human),KEGG,1,CCL11,30 (31),0.987,1,0,,5 (5),1,1,1,1
Cytokine Signaling in Immune system,Reactome,48,GHR;SOCS2;IL11;LIF;LIFR;HGF;FLNA;IRF8;IFNGR1;TRIM2;TRIM35;CIITA;EGR1;EDA2R;TNFSF9;CAMK2A;INPP5D;RPS6KA2;DUSP4;SOCS5;NFKBIA;DUSP7;GRAP2;BLNK;TNFRSF13C;TRIM8;IKBKG;GRB10;MAP3K3;LTB;RELB;TNFRSF11A;LCK;MAPK7;MAPK11;IL1B;IL2RB;IL3RA;SDC1;MEF2C;VAV1;PRLR;GAB2;CNTFR;SMAD3;IL27RA;CHUK;IL9R,471 (471),0.987,1,0,,9 (21),1,1,1,1
Mitotic Spindle Checkpoint,Reactome,4,ANAPC10;SKA2;INCENP;CENPE,114 (114),1,1,0,,0 (0),1,1,1,1
Loss of proteins required for interphase microtubule organization from the centrosome,Reactome,4,CCP110;NINL;CSNK1E;TUBA1A,70 (70),0.989,1,0,,2 (2),1,1,1,1
CD22 mediated BCR regulation,Reactome,4,IGLC2;CD22;CD79B;CD79A,70 (70),0.989,1,0,,2 (3),1,1,1,1
Loss of Nlp from mitotic centrosomes,Reactome,4,CCP110;NINL;CSNK1E;TUBA1A,70 (70),0.989,1,0,,2 (2),1,1,1,1
miRNAs involved in DNA damage response,Wikipathways,1,ABL1,67 (67),1,1,0,,0 (0),1,1,1,1
Anti-inflammatory response favouring Leishmania parasite infection,Reactome,22,ADORA2B;PLK2;ADCY4;RAMP2;ADRB2;DPEP1;PRKAR2A;GNB5;GNG2;PRKAR1B;SCTR;IGLC2;PLCG2;FGR;GNG11;GNGT2;PTGIR;ADCY2;PTH1R;ADCY9;GGT1;ITPR3,247 (247),0.989,1,0,,32 (35),1,1,1,1
Leishmania parasite growth and survival,Reactome,22,ADORA2B;PLK2;ADCY4;RAMP2;ADRB2;DPEP1;PRKAR2A;GNB5;GNG2;PRKAR1B;SCTR;IGLC2;PLCG2;FGR;GNG11;GNGT2;PTGIR;ADCY2;PTH1R;ADCY9;GGT1;ITPR3,247 (247),0.989,1,0,,32 (35),1,1,1,1
Signaling by MET,Reactome,2,HGF;RANBP10,46 (46),0.989,1,0,,7 (9),1,1,1,1
Centrosome maturation,Reactome,5,CCP110;TUBA1A;NINL;CSNK1E;TUBGCP5,82 (82),0.99,1,0,,2 (2),1,1,1,1
insulin Mam,INOH,5,SFN;PRKAA2;PRKAG2;GYS2;SHC2,82 (82),0.99,1,0,,6 (7),1,1,1,1
purine nucleotides <i>de novo</i> biosynthesis,HumanCyc,3,AK3;AK1;PAICS,59 (59),0.99,1,0,,37 (37),1,1,1,1
Parkinson_s disease pathway,Wikipathways,4,MAPK11;DDC;MAPK13;MAPK12,71 (71),0.99,1,0,,3 (4),1,1,1,1
15q13.3 copy number variation syndrome,Wikipathways,1,SERPINH1,32 (32),0.99,1,0,,1 (3),1,1,1,1
Interconversion of nucleotide di- and triphosphates,Reactome,1,AK1,32 (32),0.99,1,0,,44 (52),1,1,1,1
Cytoplasmic Ribosomal Proteins,Wikipathways,2,RPL3L;RPS6KA2,88 (88),1,1,0,,0 (0),1,1,1,1
Non-small cell lung cancer - Homo sapiens (human),KEGG,4,PLCG2;ERBB2;HGF;BAK1,72 (72),0.991,1,0,,6 (6),1,1,1,1
AURKA Activation by TPX2,Reactome,4,CCP110;NINL;CSNK1E;TUBA1A,73 (73),0.992,1,0,,2 (2),1,1,1,1
GPCRs_ Class A Rhodopsin-like,Wikipathways,23,ADORA1;ADORA2B;CCR2;CXCR3;ADRA1A;ADRB2;GPR174;P2RY4;P2RY6;AVPR1A;GPR35;CXCR4;ACKR3;GPR85;P2RY10;C3AR1;CCR5;ACKR2;CMKLR1;F2RL1;PTGIR;BDKRB2;CNR2,261 (261),0.992,1,0,,7 (11),1,1,1,1
RUNX1 regulates transcription of genes involved in differentiation of HSCs,Reactome,5,SPI1;ABL1;GATA2;RUNX1;TAL1,85 (86),0.992,1,0,,4 (4),1,1,1,1
Regulation of actin dynamics for phagocytic cup formation,Reactome,10,PAK1;ACTG1;LIMK1;VAV1;IGLC2;WASF2;ABL1;WASF3;ASB15;WAS,138 (138),0.992,1,0,,6 (9),1,1,1,1
Retrograde transport at the Trans-Golgi-Network,Reactome,2,RAB6B;COG5,49 (49),0.993,1,0,,6 (6),1,1,1,1
Ribosome biogenesis in eukaryotes - Homo sapiens (human),KEGG,3,TCOF1;DROSHA;RPP40,108 (110),1,1,0,,0 (0),1,1,1,1
FCERI mediated MAPK activation,Reactome,7,LAT;PAK1;VAV1;IGLC2;MAP3K1;PLCG2;GRAP2,108 (108),0.993,1,0,,5 (7),1,1,1,1
FCERI mediated Ca+2 mobilization,Reactome,7,LAT;NFATC2;VAV1;IGLC2;PLCG2;GRAP2;ITPR3,108 (108),0.993,1,0,,9 (13),1,1,1,1
HCMV Early Events,Reactome,3,NUP35;NDC1;POM121,109 (109),1,1,0,,0 (2),1,1,1,1
Transport of Mature mRNA derived from an Intron-Containing Transcript,Reactome,4,NUP35;NDC1;POM121;MAGOHB,75 (75),0.993,1,0,,3 (5),1,1,1,1
miRNA regulation of DNA damage response,Wikipathways,6,SESN1;PMAIP1;ABL1;SFN;TNFRSF10B;RAD50,98 (98),0.994,1,0,,1 (2),1,1,1,1
FCERI mediated NF-kB activation,Reactome,6,IKBKG;CARD11;IGLC2;PRKCQ;NFKBIA;CHUK,98 (98),0.994,1,0,,4 (6),1,1,1,1
RNA Polymerase I Transcription,Reactome,1,CAVIN1,35 (35),0.994,1,0,,7 (9),1,1,1,1
G1/S Transition,Reactome,4,MCM3;MCM10;MCM4;DHFR,76 (76),0.994,1,0,,4 (7),1,1,1,1
Regulation of TP53 Degradation,Reactome,1,SGK1,36 (36),0.994,1,0,,5 (6),1,1,1,1
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Reactome,4,ABL1;EYA2;EYA4;RAD50,77 (78),0.995,1,0,,7 (8),1,1,1,1
HCMV Infection,Reactome,3,NUP35;NDC1;POM121,113 (113),1,1,0,,0 (3),1,1,1,1
Regulation of TP53 Activity,Reactome,12,TAF9B;MAPK11;NUAK1;SGK1;TAF3;BRPF1;RAD50;PIP4K2A;PRKAA2;RMI2;PRKAG2;PRDM1,163 (163),0.995,1,0,,11 (15),1,1,1,1
